"Control_1"	"Control_2"	"Control_3"	"Control_4"	"Du_1"	"Du_2"	"Du_3"	"Du_4"	"name"
"D9R2H5"	164840	170580	225820	352490	722440	793690	1078200	963440	"D9R2H5_CLOSW RNA binding S1 domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4090 PE=4 SV=1"
"D9R2H9"	NA	NA	NA	314810	364360	NA	NA	NA	"D9R2H9_CLOSW Rubrerythrin OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4094 PE=4 SV=1"
"D9R2I1"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R2I1_CLOSW Ureidoglycolate lyase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4097 PE=4 SV=1"
"D9R2I4"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R2I4_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4100 PE=4 SV=1"
"D9R2I5"	NA	NA	NA	NA	278410	138880	477200	220840	"D9R2I5_CLOSW FAD-dependent pyridine nucleotide-disulfide oxidoreductase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4101 PE=4 SV=1"
"D9R2I6"	NA	NA	NA	49814	375460	53222	761920	281070	"D9R2I6_CLOSW FAD dependent oxidoreductase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4102 PE=4 SV=1"
"D9R2I8"	NA	NA	NA	NA	1110000	1996500	3488400	2176400	"D9R2I8_CLOSW Glycerol kinase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=glpK PE=3 SV=1"
"D9R2K4"	NA	NA	NA	NA	NA	NA	54582	NA	"D9R2K4_CLOSW ABC transporter related protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4121 PE=4 SV=1"
"D9R2L0"	NA	NA	72221	56166	319820	435670	1176800	306360	"D9R2L0_CLOSW ABC transporter related protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4128 PE=4 SV=1"
"D9R2L1"	NA	NA	NA	NA	829740	1190200	1154000	1424100	"D9R2L1_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4129 PE=4 SV=1"
"D9R2L2"	NA	NA	NA	NA	4240100	10912000	10433000	8850300	"D9R2L2_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4130 PE=4 SV=1"
"D9R2L6"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R2L6_CLOSW Extracellular solute-binding protein family 3 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4134 PE=3 SV=1"
"D9R2L7"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R2L7_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4135 PE=4 SV=1"
"D9R2M7"	NA	NA	NA	NA	NA	NA	NA	149400	"D9R2M7_CLOSW ATPase associated with various cellular activities AAA_5 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4145 PE=4 SV=1"
"D9R2N6"	NA	NA	NA	NA	369920	981010	1621000	1219200	"D9R2N6_CLOSW Two component transcriptional regulator, winged helix family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4158 PE=4 SV=1;tr"
"D9R2N9"	95770	188110	87434	284240	133770	446750	338350	176510	"D9R2N9_CLOSW Peptidoglycan-binding domain 1 protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4161 PE=4 SV=1"
"D9R2P1"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R2P1_CLOSW ATP synthase epsilon chain OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=atpC PE=3 SV=1"
"D9R2P2"	141770	379840	212190	411220	417110	786800	676050	358370	"D9R2P2_CLOSW ATP synthase subunit beta OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=atpD PE=3 SV=1"
"D9R2P3"	NA	16013	NA	NA	NA	NA	NA	NA	"D9R2P3_CLOSW ATP synthase gamma chain OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=atpG PE=3 SV=1"
"D9R2P4"	94829	130170	124810	171280	199740	64427	217550	NA	"D9R2P4_CLOSW ATP synthase subunit alpha OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=atpA PE=3 SV=1"
"D9R2P6"	599410	746060	417740	777710	889760	1229700	962940	1047200	"D9R2P6_CLOSW ATP synthase subunit b OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=atpF PE=3 SV=1"
"D9R2P7"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R2P7_CLOSW ATP synthase subunit c OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4169 PE=3 SV=1"
"D9R2P9"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R2P9_CLOSW Alpha/beta hydrolase fold protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4171 PE=4 SV=1"
"D9R2Q3"	70483	NA	65386	NA	247090	NA	NA	NA	"D9R2Q3_CLOSW Periplasmic solute binding protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4175 PE=3 SV=1"
"D9R2R5"	NA	NA	NA	NA	12340000	25973000	11529000	19213000	"D9R2R5_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4187 PE=4 SV=1"
"D9R2R9"	NA	424750	285640	459850	434450	817180	15869	643780	"D9R2R9_CLOSW SH3 type 3 domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4191 PE=4 SV=1"
"D9R2S0"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R2S0_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4192 PE=4 SV=1"
"D9R2S1"	NA	NA	NA	NA	NA	NA	NA	275140	"D9R2S1_CLOSW H+transporting two-sector ATPase C (AC39) subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4193 PE=4 SV=1"
"D9R2V2"	1047800	1411200	1040900	2097800	5151700	9636700	9868500	8027500	"D9R2V2_CLOSW ATP-binding region ATPase domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0304 PE=4 SV=1"
"D9R2V6"	NA	NA	NA	NA	64373	NA	127080	NA	"D9R2V6_CLOSW Phosphoesterase RecJ domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0308 PE=4 SV=1"
"D9R2V7"	NA	454730	174950	752550	675880	685840	3231200	2750200	"D9R2V7_CLOSW 50S ribosomal protein L9 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=rplI PE=3 SV=1"
"D9R2V8"	NA	NA	NA	NA	113500	171750	337450	211090	"D9R2V8_CLOSW Replicative DNA helicase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0310 PE=3 SV=1"
"D9R2V9"	157840	300020	NA	819680	2178600	4172600	3530600	3648900	"D9R2V9_CLOSW Transcriptional regulator, MerR family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0311 PE=4 SV=1"
"D9R2W0"	NA	NA	NA	665830	3243000	1763300	6109300	3502700	"D9R2W0_CLOSW Peptidase C26 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0312 PE=4 SV=1"
"D9R2W3"	2042600	NA	NA	1804100	2890900	4649100	4596500	4757600	"D9R2W3_CLOSW Formate C-acetyltransferase glycine radical OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0315 PE=4 SV=1"
"D9R2W5"	162230	189880	37077	688730	596810	731410	764100	720530	"D9R2W5_CLOSW Formate acetyltransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0317 PE=4 SV=1"
"D9R2W6"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R2W6_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0318 PE=4 SV=1"
"D9R2W9"	4699600	5171400	NA	6845800	7402200	8542200	11611000	NA	"D9R2W9_CLOSW Sodium:dicarboxylate symporter OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0322 PE=4 SV=1"
"D9R2X0"	NA	368950	250340	460660	2977600	2024700	6766300	6983200	"D9R2X0_CLOSW L-serine dehydratase, iron-sulfur-dependent, beta subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0323 PE=4 SV=1"
"D9R2X1"	NA	717270	173270	1569500	7957500	11659000	27600000	13037000	"D9R2X1_CLOSW L-serine dehydratase, iron-sulfur-dependent, alpha subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0324 PE=4 SV=1"
"D9R2X5"	NA	NA	NA	NA	232800	NA	NA	NA	"D9R2X5_CLOSW Negative regulator of genetic competence OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0328 PE=4 SV=1;tr"
"D9R2Y0"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R2Y0_CLOSW Glycoside hydrolase family 18 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0333 PE=3 SV=1"
"D9R2Y9"	NA	NA	NA	NA	185880	59843	370410	377660	"D9R2Y9_CLOSW Oxidoreductase domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0342 PE=4 SV=1"
"D9R2Z2"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R2Z2_CLOSW Threonylcarbamoyl-AMP synthase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0345 PE=3 SV=1"
"D9R2Z8"	160200	215890	144120	294430	512060	427740	856500	557500	"D9R2Z8_CLOSW VanW family protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0351 PE=4 SV=1"
"D9R300"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R300_CLOSW Transcriptional regulator, AsnC family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0353 PE=4 SV=1"
"D9R301"	NA	NA	NA	NA	NA	NA	617400	NA	"D9R301_CLOSW Aminotransferase class I and II OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0354 PE=3 SV=1"
"D9R305"	NA	NA	NA	NA	NA	NA	120250	166050	"D9R305_CLOSW Endonuclease MutS2 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=mutS2 PE=3 SV=1"
"D9R306"	NA	NA	NA	NA	NA	NA	155790	NA	"D9R306_CLOSW PDZ/DHR/GLGF domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0359 PE=4 SV=1"
"D9R307"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R307_CLOSW Metal dependent phosphohydrolase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0360 PE=4 SV=1"
"D9R308"	NA	NA	144890	318920	1271000	1554500	4234800	4353300	"D9R308_CLOSW Two component transcriptional regulator, winged helix family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0361 PE=4 SV=1"
"D9R309"	59150	60637	8633.9	45957	NA	58610	146180	NA	"D9R309_CLOSW Integral membrane sensor signal transduction histidine kinase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0362 PE=4 SV=1"
"D9R310"	NA	NA	NA	250690	NA	NA	NA	NA	"D9R310_CLOSW N-acetylglucosamine-6-phosphate deacetylase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0363 PE=3 SV=1"
"D9R319"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R319_CLOSW Metal dependent phosphohydrolase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0372 PE=4 SV=1"
"D9R327"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R327_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0380 PE=4 SV=1"
"D9R328"	43026	55216	NA	NA	NA	188910	185090	107650	"D9R328_CLOSW Serine acetyltransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0381 PE=3 SV=1"
"D9R329"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R329_CLOSW Peptidoglycan-binding lysin domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0382 PE=4 SV=1"
"D9R335"	NA	NA	NA	64122	148540	NA	482630	117840	"D9R335_CLOSW Proline--tRNA ligase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=proS PE=3 SV=1"
"D9R336"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R336_CLOSW Polynucleotide adenylyltransferase region OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0389 PE=3 SV=1"
"D9R338"	20370	NA	NA	102520	85718	NA	120970	NA	"D9R338_CLOSW Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain I OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0391 PE=3 SV=1"
"D9R339"	NA	NA	NA	NA	NA	58418	84098	NA	"D9R339_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0392 PE=4 SV=1"
"D9R340"	NA	NA	NA	NA	93479	661000	565690	888990	"D9R340_CLOSW ABC transporter related protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0393 PE=4 SV=1"
"D9R341"	1410800	2044700	1349700	2489600	4197500	6551500	12838000	10934000	"D9R341_CLOSW Cell shape determining protein, MreB/Mrl family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0394 PE=4 SV=1;tr"
"D9R342"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R342_CLOSW ATP-dependent RecD-like DNA helicase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=recD2 PE=3 SV=1"
"D9R347"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R347_CLOSW dTDP-glucose 4,6-dehydratase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0400 PE=3 SV=1"
"D9R348"	NA	NA	NA	NA	115280	NA	279780	NA	"D9R348_CLOSW dTDP-4-dehydrorhamnose reductase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0401 PE=4 SV=1"
"D9R358"	NA	NA	NA	NA	NA	156360	372650	158950	"D9R358_CLOSW 5-3 exonuclease, N-terminal resolvase-like domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2229 PE=4 SV=1"
"D9R360"	NA	73144	NA	170280	688210	1225000	2057400	1403800	"D9R360_CLOSW CheW protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2231 PE=4 SV=1"
"D9R371"	NA	NA	NA	982710	NA	NA	NA	NA	"D9R371_CLOSW Cold-shock DNA-binding domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2242 PE=4 SV=1"
"D9R376"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R376_CLOSW Transcriptional regulator, DeoR family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2247 PE=4 SV=1"
"D9R382"	258450	572060	284900	819330	916290	1425100	3756800	2367200	"D9R382_CLOSW Extracellular solute-binding protein family 5 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2253 PE=4 SV=1"
"D9R395"	871330	1415700	885080	1477200	6657800	9939100	16749000	15410000	"D9R395_CLOSW Lysine 2,3-aminomutase YodO family protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2267 PE=4 SV=1"
"D9R399"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R399_CLOSW Thymidine kinase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=tdk PE=3 SV=1"
"D9R3A9"	NA	NA	NA	37190	NA	NA	NA	NA	"D9R3A9_CLOSW Periplasmic binding protein/LacI transcriptional regulator OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2281 PE=4 SV=1"
"D9R3C0"	NA	279380	NA	324160	2739500	7109600	5460200	6350100	"D9R3C0_CLOSW 50S ribosomal protein L20 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=rplT PE=3 SV=1"
"D9R3C1"	NA	NA	NA	NA	2711800	NA	NA	NA	"D9R3C1_CLOSW 50S ribosomal protein L35 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=rpmI PE=3 SV=1;tr"
"D9R3C2"	NA	NA	NA	NA	243910	128410	185530	NA	"D9R3C2_CLOSW Translation initiation factor IF-3 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=infC PE=3 SV=1"
"D9R3C5"	NA	NA	NA	NA	11683	205160	491050	231510	"D9R3C5_CLOSW Threonine--tRNA ligase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=thrS PE=3 SV=1"
"D9R3C7"	NA	NA	NA	52541	174260	706660	1658500	NA	"D9R3C7_CLOSW Branched-chain-amino-acid aminotransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2301 PE=3 SV=1"
"D9R3C9"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R3C9_CLOSW HAD-superfamily hydrolase, subfamily IA, variant 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2303 PE=4 SV=1"
"D9R3D4"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R3D4_CLOSW Aldehyde oxidase and xanthine dehydrogenase molybdopterin binding protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2308 PE=4 SV=1"
"D9R3D6"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R3D6_CLOSW Molybdopterin dehydrogenase FAD-binding protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2310 PE=4 SV=1"
"D9R3E1"	NA	26370	NA	NA	70857	956690	1131000	117710	"D9R3E1_CLOSW Anaerobic ribonucleoside-triphosphate reductase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2317 PE=4 SV=1"
"D9R3E2"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R3E2_CLOSW NADPH-dependent FMN reductase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2318 PE=4 SV=1"
"D9R3F0"	NA	44081	NA	84648	94459	NA	252090	NA	"D9R3F0_CLOSW Extracellular solute-binding protein family 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2326 PE=4 SV=1"
"D9R3F5"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R3F5_CLOSW Translation elongation factor P OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2331 PE=3 SV=1"
"D9R3F7"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R3F7_CLOSW HAD superfamily (Subfamily IIIA) phosphatase, TIGR01668 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2333 PE=4 SV=1"
"D9R3F8"	NA	NA	NA	88881	868430	159160	917460	1002000	"D9R3F8_CLOSW Transcriptional repressor NrdR OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=nrdR PE=3 SV=1"
"D9R3G1"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R3G1_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2337 PE=4 SV=1"
"D9R3G2"	6226100	6886400	4024000	8943500	13907000	15925000	28812000	22657000	"D9R3G2_CLOSW Lipoprotein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2338 PE=3 SV=1"
"D9R3G4"	163800	252200	166830	195830	89821	NA	378940	336420	"D9R3G4_CLOSW Methionine import ATP-binding protein MetN OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=metN PE=3 SV=1"
"D9R3G6"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R3G6_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2342 PE=4 SV=1"
"D9R3G7"	86092	124280	NA	131290	340090	904380	1403000	727130	"D9R3G7_CLOSW Peptide chain release factor 3 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=prfC PE=3 SV=1"
"D9R3G9"	NA	NA	NA	57144	NA	72086	274400	NA	"D9R3G9_CLOSW Phosphopantothenoylcysteine decarboxylase/phosphopantothenate/cysteine ligase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2345 PE=4 SV=1"
"D9R3H0"	NA	NA	NA	NA	NA	NA	NA	1732100	"D9R3H0_CLOSW Type III pantothenate kinase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=coaX PE=3 SV=1"
"D9R3H5"	51637	65029	NA	141030	52588	NA	117320	NA	"D9R3H5_CLOSW V-type ATP synthase subunit I OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4194 PE=3 SV=1"
"D9R3H7"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R3H7_CLOSW Vacuolar H+transporting two-sector ATPase F subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4196 PE=4 SV=1"
"D9R3H8"	228980	473900	154290	395080	NA	1214100	1281200	1060100	"D9R3H8_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4197 PE=4 SV=1"
"D9R3H9"	416800	344570	296920	384980	468690	771330	1475800	1355500	"D9R3H9_CLOSW V-type ATP synthase alpha chain OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=atpA PE=3 SV=1"
"D9R3I0"	687660	782360	705620	1685000	1304500	1741300	3205600	1930500	"D9R3I0_CLOSW V-type ATP synthase beta chain OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=atpB PE=3 SV=1"
"D9R3I8"	NA	NA	NA	NA	164270	NA	584650	351700	"D9R3I8_CLOSW Glycoside hydrolase family 4 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4207 PE=3 SV=1"
"D9R3J0"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R3J0_CLOSW Transcriptional regulator, LacI family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4209 PE=4 SV=1"
"D9R3J8"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R3J8_CLOSW Pyruvate phosphate dikinase PEP/pyruvate-binding protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4217 PE=4 SV=1"
"D9R3K8"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R3K8_CLOSW Peptidase S11 D-alanyl-D-alanine carboxypeptidase 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4228 PE=3 SV=1"
"D9R3L7"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R3L7_CLOSW Extracellular solute-binding protein family 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4237 PE=4 SV=1"
"D9R3M7"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R3M7_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4247 PE=4 SV=1"
"D9R3N0"	937380	1503700	1244900	1838300	1639000	2938700	3193300	3235400	"D9R3N0_CLOSW FAD-dependent pyridine nucleotide-disulfide oxidoreductase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_4250 PE=4 SV=1"
