Entry	Entry name	Protein names	Gene names	Organism	EC number	Function [CC]	Pathway	Annotation	Site	Gene ontology (GO)	Gene ontology (biological process)
D9R8U8	D9R8U8_CLOSW	DNA polymerase IV (Pol IV) (EC 2.7.7.7)	dinB Closa_1320	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.7.7	FUNCTION: Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis, in conjunction with the beta clamp from PolIII. {ECO:0000256|HAMAP-Rule:MF_01113}.		3 out of 5	SITE 16 16 Substrate discrimination. {ECO:0000256|HAMAP-Rule:MF_01113}.	cytoplasm [GO:0005737]; damaged DNA binding [GO:0003684]; DNA-directed DNA polymerase activity [GO:0003887]; magnesium ion binding [GO:0000287]; DNA repair [GO:0006281]; DNA-dependent DNA replication [GO:0006261]	DNA-dependent DNA replication [GO:0006261]; DNA repair [GO:0006281]
D9R8C5	D9R8C5_CLOSW	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF Closa_1274	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	5.1.1.7	FUNCTION: Catalyzes the stereoinversion of LL-2,6-diaminoheptanedioate (L,L-DAP) to meso-diaminoheptanedioate (meso-DAP), a precursor of L-lysine and an essential component of the bacterial peptidoglycan. {ECO:0000256|HAMAP-Rule:MF_00197}.	PATHWAY: Amino-acid biosynthesis; L-lysine biosynthesis via DAP pathway; DL-2,6-diaminopimelate from LL-2,6-diaminopimelate: step 1/1. {ECO:0000256|HAMAP-Rule:MF_00197, ECO:0000256|SAAS:SAAS00028059}.	3 out of 5	SITE 151 151 Could be important to modulate the pK values of the two catalytic cysteine residues. {ECO:0000256|HAMAP-Rule:MF_00197}.; SITE 200 200 Could be important to modulate the pK values of the two catalytic cysteine residues. {ECO:0000256|HAMAP-Rule:MF_00197}.	cytoplasm [GO:0005737]; diaminopimelate epimerase activity [GO:0008837]; lysine biosynthetic process via diaminopimelate [GO:0009089]	lysine biosynthetic process via diaminopimelate [GO:0009089]
D9R8N6	D9R8N6_CLOSW	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	dxs Closa_3236	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.2.1.7	FUNCTION: Catalyzes the acyloin condensation reaction between C atoms 2 and 3 of pyruvate and glyceraldehyde 3-phosphate to yield 1-deoxy-D-xylulose-5-phosphate (DXP). {ECO:0000256|HAMAP-Rule:MF_00315, ECO:0000256|SAAS:SAAS01090567}.	PATHWAY: Metabolic intermediate biosynthesis; 1-deoxy-D-xylulose 5-phosphate biosynthesis; 1-deoxy-D-xylulose 5-phosphate from D-glyceraldehyde 3-phosphate and pyruvate: step 1/1. {ECO:0000256|HAMAP-Rule:MF_00315, ECO:0000256|SAAS:SAAS01090565}.	3 out of 5		1-deoxy-D-xylulose-5-phosphate synthase activity [GO:0008661]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]; 1-deoxy-D-xylulose 5-phosphate biosynthetic process [GO:0052865]; terpenoid biosynthetic process [GO:0016114]; thiamine biosynthetic process [GO:0009228]	1-deoxy-D-xylulose 5-phosphate biosynthetic process [GO:0052865]; terpenoid biosynthetic process [GO:0016114]; thiamine biosynthetic process [GO:0009228]
D9R619	D9R619_CLOSW	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA Closa_0831	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	5.3.1.1	FUNCTION: Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P). {ECO:0000256|HAMAP-Rule:MF_00147}.	PATHWAY: Carbohydrate biosynthesis; gluconeogenesis. {ECO:0000256|HAMAP-Rule:MF_00147, ECO:0000256|RuleBase:RU363013, ECO:0000256|SAAS:SAAS00728615}.; PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate from glycerone phosphate: step 1/1. {ECO:0000256|HAMAP-Rule:MF_00147, ECO:0000256|RuleBase:RU363013, ECO:0000256|SAAS:SAAS00728661}.	3 out of 5		cytoplasm [GO:0005737]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]
D9R620	D9R620_CLOSW	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI Closa_0832	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	5.4.2.12	FUNCTION: Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate. {ECO:0000256|HAMAP-Rule:MF_01038, ECO:0000256|SAAS:SAAS00978404}.	PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 3/5. {ECO:0000256|HAMAP-Rule:MF_01038, ECO:0000256|SAAS:SAAS00850947}.	3 out of 5		cytoplasm [GO:0005737]; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity [GO:0046537]; manganese ion binding [GO:0030145]; glucose catabolic process [GO:0006007]; glycolytic process [GO:0006096]	glucose catabolic process [GO:0006007]; glycolytic process [GO:0006096]
D9RAI0	D9RAI0_CLOSW	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA Closa_1662	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.5.1.19	FUNCTION: Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3-phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate. {ECO:0000256|HAMAP-Rule:MF_00210, ECO:0000256|SAAS:SAAS00378958}.	PATHWAY: Metabolic intermediate biosynthesis; chorismate biosynthesis; chorismate from D-erythrose 4-phosphate and phosphoenolpyruvate: step 6/7. {ECO:0000256|HAMAP-Rule:MF_00210}.	3 out of 5		cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]
D9R8A9	D9R8A9_CLOSW	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl Closa_1258	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.3.2.4	FUNCTION: Cell wall formation. {ECO:0000256|HAMAP-Rule:MF_00047, ECO:0000256|SAAS:SAAS01090409}.	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|HAMAP-Rule:MF_00047, ECO:0000256|SAAS:SAAS01090391}.	3 out of 5		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; D-alanine-D-alanine ligase activity [GO:0008716]; metal ion binding [GO:0046872]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
D9R451	D9R451_CLOSW	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl Closa_0528	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.3.2.4	FUNCTION: Cell wall formation. {ECO:0000256|HAMAP-Rule:MF_00047, ECO:0000256|SAAS:SAAS01090409}.	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|HAMAP-Rule:MF_00047, ECO:0000256|SAAS:SAAS01090391}.	3 out of 5		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; D-alanine-D-alanine ligase activity [GO:0008716]; metal ion binding [GO:0046872]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
D9RAV6	D9RAV6_CLOSW	Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase)	thiE Closa_3630	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.5.1.3	FUNCTION: Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP). {ECO:0000256|HAMAP-Rule:MF_00097, ECO:0000256|SAAS:SAAS00709677}.	PATHWAY: Cofactor biosynthesis; thiamine diphosphate biosynthesis; thiamine phosphate from 4-amino-2-methyl-5-diphosphomethylpyrimidine and 4-methyl-5-(2-phosphoethyl)-thiazole: step 1/1. {ECO:0000256|HAMAP-Rule:MF_00097, ECO:0000256|RuleBase:RU004253, ECO:0000256|SAAS:SAAS00709682}.	3 out of 5		magnesium ion binding [GO:0000287]; thiamine-phosphate diphosphorylase activity [GO:0004789]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
D9R322	D9R322_CLOSW	Polyamine aminopropyltransferase (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16)	speE Closa_0375	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.5.1.16	FUNCTION: Catalyzes the irreversible transfer of a propylamine group from the amino donor S-adenosylmethioninamine (decarboxy-AdoMet) to putrescine (1,4-diaminobutane) to yield spermidine. {ECO:0000256|HAMAP-Rule:MF_00198}.	PATHWAY: Amine and polyamine biosynthesis; spermidine biosynthesis; spermidine from putrescine: step 1/1. {ECO:0000256|HAMAP-Rule:MF_00198}.	3 out of 5		cytoplasm [GO:0005737]; spermidine synthase activity [GO:0004766]; spermidine biosynthetic process [GO:0008295]	spermidine biosynthetic process [GO:0008295]
D9R8N4	D9R8N4_CLOSW	NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase)	nadK Closa_3234	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.1.23	FUNCTION: Involved in the regulation of the intracellular balance of NAD and NADP, and is a key enzyme in the biosynthesis of NADP. Catalyzes specifically the phosphorylation on 2'-hydroxyl of the adenosine moiety of NAD to yield NADP. {ECO:0000256|HAMAP-Rule:MF_00361, ECO:0000256|SAAS:SAAS01092643}.		3 out of 5		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; NAD+ kinase activity [GO:0003951]; NAD metabolic process [GO:0019674]; NADP biosynthetic process [GO:0006741]	NAD metabolic process [GO:0019674]; NADP biosynthetic process [GO:0006741]
D9RA92	D9RA92_CLOSW	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA Closa_1573	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.3.3.7	FUNCTION: Catalyzes the condensation of (S)-aspartate-beta-semialdehyde [(S)-ASA] and pyruvate to 4-hydroxy-tetrahydrodipicolinate (HTPA). {ECO:0000256|HAMAP-Rule:MF_00418, ECO:0000256|SAAS:SAAS00570606}.	PATHWAY: Amino-acid biosynthesis; L-lysine biosynthesis via DAP pathway; (S)-tetrahydrodipicolinate from L-aspartate: step 3/4. {ECO:0000256|HAMAP-Rule:MF_00418, ECO:0000256|SAAS:SAAS00570584}.	3 out of 5	SITE 46 46 Part of a proton relay during catalysis. {ECO:0000256|HAMAP-Rule:MF_00418}.; SITE 109 109 Part of a proton relay during catalysis. {ECO:0000256|HAMAP-Rule:MF_00418}.	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
D9R9F1	D9R9F1_CLOSW	Imidazole glycerol phosphate synthase subunit HisH (EC 4.3.2.10) (IGP synthase glutaminase subunit) (EC 3.5.1.2) (IGP synthase subunit HisH) (ImGP synthase subunit HisH) (IGPS subunit HisH)	hisH Closa_3375	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.3.2.10; 3.5.1.2	FUNCTION: IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit catalyzes the hydrolysis of glutamine to glutamate and ammonia as part of the synthesis of IGP and AICAR. The resulting ammonia molecule is channeled to the active site of HisF. {ECO:0000256|HAMAP-Rule:MF_00278}.	PATHWAY: Amino-acid biosynthesis; L-histidine biosynthesis; L-histidine from 5-phospho-alpha-D-ribose 1-diphosphate: step 5/9. {ECO:0000256|HAMAP-Rule:MF_00278, ECO:0000256|SAAS:SAAS00371075}.	3 out of 5		cytoplasm [GO:0005737]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; glutamine metabolic process [GO:0006541]; histidine biosynthetic process [GO:0000105]	glutamine metabolic process [GO:0006541]; histidine biosynthetic process [GO:0000105]
D9R1X1	D9R1X1_CLOSW	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA Closa_0222	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.3.3.7	FUNCTION: Catalyzes the condensation of (S)-aspartate-beta-semialdehyde [(S)-ASA] and pyruvate to 4-hydroxy-tetrahydrodipicolinate (HTPA). {ECO:0000256|HAMAP-Rule:MF_00418, ECO:0000256|SAAS:SAAS00570606}.	PATHWAY: Amino-acid biosynthesis; L-lysine biosynthesis via DAP pathway; (S)-tetrahydrodipicolinate from L-aspartate: step 3/4. {ECO:0000256|HAMAP-Rule:MF_00418, ECO:0000256|SAAS:SAAS00570584}.	3 out of 5	SITE 48 48 Part of a proton relay during catalysis. {ECO:0000256|HAMAP-Rule:MF_00418}.; SITE 111 111 Part of a proton relay during catalysis. {ECO:0000256|HAMAP-Rule:MF_00418}.	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
D9RA97	D9RA97_CLOSW	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	purF Closa_1578	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.4.2.14	FUNCTION: Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine. {ECO:0000256|HAMAP-Rule:MF_01931}.	PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; N(1)-(5-phospho-D-ribosyl)glycinamide from 5-phospho-alpha-D-ribose 1-diphosphate: step 1/2. {ECO:0000256|HAMAP-Rule:MF_01931, ECO:0000256|PIRNR:PIRNR000485}.	3 out of 5		4 iron, 4 sulfur cluster binding [GO:0051539]; amidophosphoribosyltransferase activity [GO:0004044]; magnesium ion binding [GO:0000287]; 'de novo' IMP biosynthetic process [GO:0006189]; glutamine metabolic process [GO:0006541]; nucleoside metabolic process [GO:0009116]; purine nucleobase biosynthetic process [GO:0009113]	'de novo' IMP biosynthetic process [GO:0006189]; glutamine metabolic process [GO:0006541]; nucleoside metabolic process [GO:0009116]; purine nucleobase biosynthetic process [GO:0009113]
D9R7J8	D9R7J8_CLOSW	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA Closa_1111	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.5.1.2	FUNCTION: DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA. {ECO:0000256|HAMAP-Rule:MF_01588}.		3 out of 5		DNA ligase (NAD+) activity [GO:0003911]; metal ion binding [GO:0046872]; DNA repair [GO:0006281]; DNA replication [GO:0006260]	DNA repair [GO:0006281]; DNA replication [GO:0006260]
D9QZD7	D9QZD7_CLOSW	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	deoB Closa_1805	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	5.4.2.7	FUNCTION: Phosphotransfer between the C1 and C5 carbon atoms of pentose. {ECO:0000256|HAMAP-Rule:MF_00740, ECO:0000256|SAAS:SAAS00847417}.	PATHWAY: Metabolic intermediate biosynthesis; 5-phospho-alpha-D-ribose 1-diphosphate biosynthesis; 5-phospho-alpha-D-ribose 1-diphosphate from D-ribose 5-phosphate (route II): step 1/3. {ECO:0000256|HAMAP-Rule:MF_00740, ECO:0000256|SAAS:SAAS00847418}.	3 out of 5		cytoplasm [GO:0005737]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; phosphopentomutase activity [GO:0008973]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; cellular metabolic compound salvage [GO:0043094]; deoxyribonucleotide catabolic process [GO:0009264]	5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; cellular metabolic compound salvage [GO:0043094]; deoxyribonucleotide catabolic process [GO:0009264]
D9R4G1	D9R4G1_CLOSW	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	mraY Closa_2462	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.8.13	FUNCTION: First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan. {ECO:0000256|HAMAP-Rule:MF_00038}.	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|HAMAP-Rule:MF_00038}.	3 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity [GO:0051992]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
D9R4G0	D9R4G0_CLOSW	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	murD Closa_2461	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.3.2.9	FUNCTION: Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA). {ECO:0000256|HAMAP-Rule:MF_00639, ECO:0000256|RuleBase:RU003664, ECO:0000256|SAAS:SAAS00382010}.	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|HAMAP-Rule:MF_00639, ECO:0000256|RuleBase:RU003664, ECO:0000256|SAAS:SAAS00382165}.	3 out of 5		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; UDP-N-acetylmuramoylalanine-D-glutamate ligase activity [GO:0008764]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
D9RAF8	D9RAF8_CLOSW	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Closa_1640	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.6.1.27	FUNCTION: Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin. {ECO:0000256|HAMAP-Rule:MF_01006}.		3 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; kinase activity [GO:0016301]; undecaprenyl-diphosphatase activity [GO:0050380]; cell wall organization [GO:0071555]; dephosphorylation [GO:0016311]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]	cell wall organization [GO:0071555]; dephosphorylation [GO:0016311]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]
D9R9E8	D9R9E8_CLOSW	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Closa_3372	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.6.1.27	FUNCTION: Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin. {ECO:0000256|HAMAP-Rule:MF_01006}.		3 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; kinase activity [GO:0016301]; undecaprenyl-diphosphatase activity [GO:0050380]; cell wall organization [GO:0071555]; dephosphorylation [GO:0016311]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]	cell wall organization [GO:0071555]; dephosphorylation [GO:0016311]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]
